sentence	entity	entity_tag	label	source	file
НОК отреагировал на происходящие события заявлением о том, что комитет горд сотрудничеством с Ральфом Лореном: «В отличие от большинства олимпийских команд в мире, американская финансируется в частном порядке.	Ральфом Лореном	PERSON	1	POSITIVE_TO/NEGATIVE_TO	19121_text
Аветисян также поблагодарил за содействие в принятие резолюции ее автора — конгрессмена Хетча, а также Джеймса Галстяна и шерифа Мидлесекса Питера Кутунджяна за их усилия по защите в США интересов Арцаха.	Хетча	PERSON	1	POSITIVE_TO/NEGATIVE_TO	19309_text
Аветисян также поблагодарил за содействие в принятие резолюции ее автора — конгрессмена Хетча, а также Джеймса Галстяна и шерифа Мидлесекса Питера Кутунджяна за их усилия по защите в США интересов Арцаха.	Джеймса Галстяна	PERSON	1	POSITIVE_TO/NEGATIVE_TO	19309_text
Аветисян также поблагодарил за содействие в принятие резолюции ее автора — конгрессмена Хетча, а также Джеймса Галстяна и шерифа Мидлесекса Питера Кутунджяна за их усилия по защите в США интересов Арцаха.	Питера Кутунджяна	PERSON	1	POSITIVE_TO/NEGATIVE_TO	19309_text
Он ничтожество по сравнению с великими мастерами Голливуда, такими как Джон Хьюстон, Альфред Хичкок или Билли Уайлдер.	Джон Хьюстон	PERSON	1	POSITIVE_TO/NEGATIVE_TO	193248_text
Он ничтожество по сравнению с великими мастерами Голливуда, такими как Джон Хьюстон, Альфред Хичкок или Билли Уайлдер.	Альфред Хичкок	PERSON	1	POSITIVE_TO/NEGATIVE_TO	193248_text
Он ничтожество по сравнению с великими мастерами Голливуда, такими как Джон Хьюстон, Альфред Хичкок или Билли Уайлдер.	Билли Уайлдер	PERSON	1	POSITIVE_TO/NEGATIVE_TO	193248_text
По словам Черноскулова, «от соперничества с Андреем не устал, бороться с ним всегда очень интересно.	Андреем	PERSON	1	POSITIVE_TO/NEGATIVE_TO	193267_text
"Главный тренер сборной Свердловской области и Клуба самбо УГМК Валерий Стенников прокомментировал победу свердловских спортсменов:
Стас — дебютант чемпионатов мира, он очень хотел быть первым, поэтому для него было главным, чтобы эмоции не захлестнули."	Стас	PERSON	1	POSITIVE_TO/NEGATIVE_TO	193267_text
А Альсим просто феномен.	Альсим	PERSON	1	POSITIVE_TO/NEGATIVE_TO	193267_text
Сегодня был награждён 16-летний Владимир Терехин из посёлка Илим Шалинского района, который в июле 2018 года спас собственную сестру из местного пруда.	Владимир Терехин	PERSON	1	POSITIVE_TO/NEGATIVE_TO	194112_text
Сегодня был награждён 16-летний Владимир Терехин из посёлка Илим Шалинского района, который в июле 2018 года спас собственную сестру из местного пруда.	Владимир Терехин	PERSON	1	POSITIVE_TO/NEGATIVE_TO	194112_text
Владимир передал видеозапись преступления сотрудникам полиции и дал свидетельские показания следователю.	Владимир	PERSON	1	POSITIVE_TO/NEGATIVE_TO	194112_text
Владислав первым заметил возгорание и начал тушить его.	Владислав	PERSON	1	POSITIVE_TO/NEGATIVE_TO	194112_text
Владислав первым заметил возгорание и начал тушить его.	Владислав	PERSON	1	POSITIVE_TO/NEGATIVE_TO	194112_text
Владимир передал видеозапись преступления сотрудникам полиции и дал свидетельские показания следователю.	Владимир	PERSON	1	POSITIVE_TO/NEGATIVE_TO	194112_text
Сторонник левых взглядов Чавес по-прежнему пользуется популярностью у малообеспеченного населении Венесуэлы, однако Каприлесу удалось мобилизовать силы оппозиции.	Каприлесу	PERSON	1	POSITIVE_TO/NEGATIVE_TO	19953_text
Связанное с Исламским государством агентство Amaq назвало Шекатта своим «солдатом», который «осуществил эту операцию в ответ на призывы сделать мишенью граждан стран коалиции».	Шекатта	PERSON	1	POSITIVE_TO/NEGATIVE_TO	199861_text
Президент США Дональд Трамп собирается пересмотреть дело майора Мэтью Голстейна (Mathew Golsteyn), обвиняемого в убийстве афганца в Афганистане в 2010 году.	Мэтью Голстейна	PERSON	1	POSITIVE_TO/NEGATIVE_TO	200362_text
По словам Трампа, Голстейну «может грозить смертная казнь от нашего собственного правительства после того, как он признал, что убил террориста и изготовителя бомб за границей».	Голстейну	PERSON	1	POSITIVE_TO/NEGATIVE_TO	200362_text
"В частности он заявил:
 Из любви к Италии можно совершать безумства и делать мудрые вещи 19 лет назад я начал политическую карьеру Это было безумством не лишенным мудрости Сейчас предпочитаю сделать шаг назад по тем же причинам и соображениям которые двигали мной в 1994 году Но у меня еще есть мускулы и мысли и я готов давать советы делиться опытом 

Интересно, что СМИ в связи с приговором Сильвио Берлускони вспоминали его тёплую дружбу с бессменным главой России Владимиром Путиным."	Сильвио Берлускони	PERSON	1	POSITIVE_TO/NEGATIVE_TO	20442_text
"В частности он заявил:
 Из любви к Италии можно совершать безумства и делать мудрые вещи 19 лет назад я начал политическую карьеру Это было безумством не лишенным мудрости Сейчас предпочитаю сделать шаг назад по тем же причинам и соображениям которые двигали мной в 1994 году Но у меня еще есть мускулы и мысли и я готов давать советы делиться опытом 

Интересно, что СМИ в связи с приговором Сильвио Берлускони вспоминали его тёплую дружбу с бессменным главой России Владимиром Путиным."	Владимиром Путиным	PERSON	1	POSITIVE_TO/NEGATIVE_TO	20442_text
"Иисус Христос потребовал свободы Pussy Riot в новом эпизоде «Южного парка» (смотреть)


31 октября 2012 года состоялась премьера тринадцатого эпизода шестнадцатого сезона сериала «Южный парк», под занавес которого Иисус Христос появляется в футболке с надписью «Free Pussy Riot» (Свободу Pussy Riot), закончив эпизод этими же словами."	Иисус Христос	PERSON	1	POSITIVE_TO/NEGATIVE_TO	20549_text
В заключительных кадрах жители Южного парка приветствуют Христа, который появляется в майке с надписью Free Pussy Riot и произносит этот же призыв.	Христа	PERSON	1	POSITIVE_TO/NEGATIVE_TO	20549_text
Президент Палестины Махмуд Аббас, который пользуется поддержкой организации ФАТХ, тоже может уйти в отставку.	Махмуд Аббас	PERSON	1	POSITIVE_TO/NEGATIVE_TO	2070_text
В 2017—2018 годах Адамович вёл блог на русском языке на сайте «Эха Москвы».	Адамович	PERSON	1	POSITIVE_TO/NEGATIVE_TO	207937_text
"Мать Кристины Ольга Алексеевна сообщила корреспондентам следующее:

''Она не болела ни разу, но после активной работы у нее бывают переутомления, упадок сил."	Кристины	PERSON	1	POSITIVE_TO/NEGATIVE_TO	21013_text
"По некоторым данным автомобиль принадлежит её коллеге — Анне Никифоровой, которая сообщила следующее:

''Это моя лучшая подруга (28-летняя Кристина Белецкая)."	Кристина Белецкая	PERSON	1	POSITIVE_TO/NEGATIVE_TO	21013_text
Чуть позже Эменике спас «Спартак» от разгрома, забив в нижний угол.	Эменике	PERSON	1	POSITIVE_TO/NEGATIVE_TO	21435_text
Он объявил, что в случае потери им дееспособности, его полномочия переходят к вице-президенту Николасу Мадуро, и призвал своих сторонников проголосовать за преемника, если состоятся президентские выборы.	Николасу Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	21908_text
Хотя у Мадуро нет харизмы Чавеса, он пользуется популярностью среди сторонников президента, поскольку является его ближайшим соратником.	Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	21908_text
Хотя у Мадуро нет харизмы Чавеса, он пользуется популярностью среди сторонников президента, поскольку является его ближайшим соратником.	Чавеса	PERSON	1	POSITIVE_TO/NEGATIVE_TO	21908_text
Идея проекта принадлежит продюсеру Александру Бондареву, который был другом Елизаветы Глинки и работал как волонтёр в её фонде.	Елизаветы Глинки	PERSON	1	POSITIVE_TO/NEGATIVE_TO	220995_text
Идея проекта принадлежит продюсеру Александру Бондареву, который был другом Елизаветы Глинки и работал как волонтёр в её фонде.	Александру Бондареву	PERSON	1	POSITIVE_TO/NEGATIVE_TO	220995_text
По сюжету, Елизавета вместе с мужем Глебом готовятся отпраздновать 30-летнюю годовщину свадьбы, но даже и в такой день вторгаются неизбежные заботы, связанные с благотворительным фондом.	Глебом	PERSON	1	POSITIVE_TO/NEGATIVE_TO	220995_text
По сюжету, Елизавета вместе с мужем Глебом готовятся отпраздновать 30-летнюю годовщину свадьбы, но даже и в такой день вторгаются неизбежные заботы, связанные с благотворительным фондом.	Елизавета	PERSON	1	POSITIVE_TO/NEGATIVE_TO	220995_text
Елизавета Глинка, врач-реаниматолог по образованию, была известна своей правозащитной и благотворительной деятельностью.	Елизавета Глинка	PERSON	1	POSITIVE_TO/NEGATIVE_TO	220995_text
Глинка погибла 25 декабря 2016 года при крушении самолета Ту-154 Минобороны РФ, в ходе гуманитарной поездки в Сирию.	Глинка	PERSON	1	POSITIVE_TO/NEGATIVE_TO	220995_text
"Стратег у руля

Уже известно, что главой компании станет именно Пейдж, которого Шмидт охарактеризовал как сильного стратега и человека, способного отвечать за руководство компанией и развитие продуктов."	Пейдж	PERSON	1	POSITIVE_TO/NEGATIVE_TO	221
Все-таки он прошел под знаменем соцсети Facebook, основатель которой Марк Цукерберг стал человеком года по версии влиятельного американского журнала Time.	Марк Цукерберг	PERSON	1	POSITIVE_TO/NEGATIVE_TO	221
Президент России Владимир Путин направил телеграмму президенту Франции Эмманюэлю Макрону с выражением сочувствия лично лидеру страны и всему французскому народу по поводу последствий пожара в Соборе Парижской Богоматери.	Эмманюэлю Макрону	PERSON	1	POSITIVE_TO/NEGATIVE_TO	221576_text
Мартин, содержащийся в тюрьме в Лас-Крусес, штат Нью-Мексико, встретился там с Марком Стааке и убедил его убить четырех человек после освобождения, в том числе — Бибера.	Марком Стааке	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22222_text
Мартин, содержащийся в тюрьме в Лас-Крусес, штат Нью-Мексико, встретился там с Марком Стааке и убедил его убить четырех человек после освобождения, в том числе — Бибера.	Мартин	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22222_text
Адвокат Александра Кокорина Андрей Ромашов прокомментировал приговор суда:	Александра Кокорина	PERSON	1	POSITIVE_TO/NEGATIVE_TO	224797_text
Адвокат Александра Кокорина Андрей Ромашов прокомментировал приговор суда:	Андрей Ромашов	PERSON	1	POSITIVE_TO/NEGATIVE_TO	224797_text
Мадуро, пользующийся поддержкой Китая и России, закрыл границы для американской помощи, но принял помощь от Красного креста.	Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	226097_text
В Венесуэле продолжается противостояние между президентом Николасом Мадуро и лидером оппозиции Хуаном Гуайдо, которого США и ряд стран признали временным главой.	Хуаном Гуайдо	PERSON	1	POSITIVE_TO/NEGATIVE_TO	226097_text
Мадуро, пользующийся поддержкой Китая и России, закрыл границы для американской помощи, но принял помощь от Красного креста.	Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	226097_text
Мадуро, пользующийся поддержкой Китая и России, закрыл границы для американской помощи, но принял помощь от Красного креста.	Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	226097_text
Обама назначил сенатора Керри на пост госсекретаря США	Керри	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Президент США Барак Обама в пятницу официально выдвинул кандидатуру сенатора-демократа Джона Керри на пост государственного секретаря, начав тем самым работу по формированию нового аппарата национальной безопасности.	Джона Керри	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Президент США Барак Обама в пятницу официально выдвинул кандидатуру сенатора-демократа Джона Керри на пост государственного секретаря, начав тем самым работу по формированию нового аппарата национальной безопасности.	Барак Обама	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Выступая на церемонии в Белом доме, Обама назвал Керри ''«наилучшей кандидатурой для того, чтобы вести вперед американскую дипломатию в предстоящие годы»''.	Керри	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Президент выразил уверенность, что кандидатура Керри будет быстро утверждена Сенатом и отметил, что ''«жизненный опыт Керри подготовил его к этой новой роли»''.	Керри	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Выдвижения кандидатуры Керри, представляющего в Сенате штата Массачусетс и номинировавшегося на пост президента в 2004 году, ожидалось еще с прошлой недели, когда представитель США в ООН Сьюзан Райс попросила президента Обаму снять ее кандидатуру.	Обаму	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Обама активно выступал в защиту Райс, являющейся его близким другом и давним советником, однако республиканские сенаторы пообещали заблокировать ее кандидатуру, если президент выдвинет её на пост госсекретаря.	Райс	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
В том числе, именно он убедил президента Афганистана Хамида Карзая согласиться на второй тур выборов в 2009 году.	Хамида Карзая	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Ранее он также пытался вести переговоры с президентом Сирии Башаром Асадом, жестоко подавляющим массовые выступления оппозиции в своей стране.	Башаром Асадом	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
69-летний Керри выполнял несколько важных дипломатических миссий при администрации Обамы.	Керри	PERSON	1	POSITIVE_TO/NEGATIVE_TO	22657_text
Был в шоке от Культурной революции в 1966—1976 годах, не пострадал благодаря Мао Цзэдуну.	Мао Цзэдуну	PERSON	1	POSITIVE_TO/NEGATIVE_TO	231153_text
Президент Турции Реджеп Тайип Эрдоган, который поддерживал хорошие отношения с Мурси, выразил соболезнования: «Пусть Господь утешит душу нашего брата Мурси, нашего мученика».	Мурси	PERSON	1	POSITIVE_TO/NEGATIVE_TO	231384_text
Президент Турции Реджеп Тайип Эрдоган, который поддерживал хорошие отношения с Мурси, выразил соболезнования: «Пусть Господь утешит душу нашего брата Мурси, нашего мученика».	Реджеп Тайип Эрдоган	PERSON	1	POSITIVE_TO/NEGATIVE_TO	231384_text
Глава Контртеррористического управления ООН Владимир Воронков побывал в Синьцзяне 13-15 июня по приглашению Пекина.	Владимир Воронков	PERSON	1	POSITIVE_TO/NEGATIVE_TO	231390_text
Бардо, известная также и как активистка борьбы за права животных, заявила, что готова попросить российское гражданство, если власти Франции не сделают ничего, чтобы спасти от усыпления слоних Бэби и Непал.	Бэби	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23275_text
Бардо, известная также и как активистка борьбы за права животных, заявила, что готова попросить российское гражданство, если власти Франции не сделают ничего, чтобы спасти от усыпления слоних Бэби и Непал.	Бэби	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23275_text
Бардо, известная также и как активистка борьбы за права животных, заявила, что готова попросить российское гражданство, если власти Франции не сделают ничего, чтобы спасти от усыпления слоних Бэби и Непал.	Бэби	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23275_text
"Кроме того, знаменитая француженка рассыпалась в любезностях к Президенту России Владимиру Путину, закончив эту часть интервью необычным заявлением:

Я нахожу его очень человечным."	Владимиру Путину	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23275_text
Напомним, что в 2011 году Бардо написала премьеру России Путину письмо с благодарностью за то, что он запретил в России охотиться на детёнышей тюленей, назвав его ''«президентом своего сердца»''.	Путину	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23275_text
77-летняя Бардо активно поддерживала Депардьё в его конфликте с французскими властями, начавшемся, когда актер решил эмигрировать из-за повышения налогов.	Депардьё	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23275_text
77-летняя Бардо активно поддерживала Депардьё в его конфликте с французскими властями, начавшемся, когда актер решил эмигрировать из-за повышения налогов.	Бардо	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23275_text
Тем самым Национальное собрание Венесуэлы исполнило просьбу вице-президента страны Николаса Мадуро об отсрочке инаугурации Уго Чавеса.	Николаса Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23512_text
Спикер Национальной Ассамблеи Диосдадо Кабельо прочел письмо к законодателям, в котором заявил, что врачи рекомендовали Чавесу не отправляться пока домой.	Чавесу	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23512_text
«Согласно конституции, если инаугурация президента по какой-либо причине не может состояться перед Национальной Ассамблеей, он может сделать это перед Верховным судом; при этом не указано, как и когда, — сказал поддерживающий Чавеса законодатель Хосе Авила.	Чавеса	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23512_text
Правительство призвало сторонников Чавеса выйти в четверг на улицы, чтобы продемонстрировать массовую поддержку президенту.	Чавеса	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23512_text
Аарон сотрудничал с некоммерческой организацией Creative Commons и создал Open Library.	Аарон	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23738_text
Совместно с «изобретателем Всемирной паутины» Тимом Бернерсом-Ли Аарон Шварц написал несколько работ.	Тимом Бернерсом-Ли	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23738_text
Совместно с «изобретателем Всемирной паутины» Тимом Бернерсом-Ли Аарон Шварц написал несколько работ.	Аарон Шварц	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23738_text
JSTOR отказалась от претензий к Шварцу, но прокуратура приняла решение продолжить дело, по которому ему грозило до 35-ти лет тюремного заключения.	Шварцу	PERSON	1	POSITIVE_TO/NEGATIVE_TO	23738_text
Дилайла также обязали выплаить штраф в размере более 110 тысяч долларов — суммы которую он получил от России.	Дилайла	PERSON	1	POSITIVE_TO/NEGATIVE_TO	25455_text
Дилайл, опустошённый тем, что начал распадаться его брак, в 2007 году пришел в посольство России в Оттаве и предложил продать секретную информацию.	Дилайл	PERSON	1	POSITIVE_TO/NEGATIVE_TO	25455_text
Защитники Алёхиной представили суду сразу несколько положительных характеристик осужденной, напомнили о ее благотворительной деятельности.	Алёхиной	PERSON	1	POSITIVE_TO/NEGATIVE_TO	26616_text
Адвокат Алёхиной Оксана Дарова заявила о политической ангажированности всего процесса: «Маша является человеком крайне активно участвовавшим в гражданской жизни страны — и всюду с ней был 5-летний Филипп.	Маша	PERSON	1	POSITIVE_TO/NEGATIVE_TO	26616_text
Адвокат Алёхиной Оксана Дарова заявила о политической ангажированности всего процесса: «Маша является человеком крайне активно участвовавшим в гражданской жизни страны — и всюду с ней был 5-летний Филипп.	Оксана Дарова	PERSON	1	POSITIVE_TO/NEGATIVE_TO	26616_text
«Суд не приговаривал пятилетнего Филиппа к отбытию наказания, а он его отбывает в виде разлуки с матерью», — заявил на суде общественный защитник Алёхиной Александр Подрабинёк.	Алёхиной	PERSON	1	POSITIVE_TO/NEGATIVE_TO	26616_text
«Суд не приговаривал пятилетнего Филиппа к отбытию наказания, а он его отбывает в виде разлуки с матерью», — заявил на суде общественный защитник Алёхиной Александр Подрабинёк.	Филиппа	PERSON	1	POSITIVE_TO/NEGATIVE_TO	26616_text
В прошлом году Мадуро переизбрали президентом, однако позднее поддерживаемый США лидер оппозиции Хуан Гуайдо провозгласил себя временным президентом.	Хуан Гуайдо	PERSON	1	POSITIVE_TO/NEGATIVE_TO	268639_text
Метцнер представлял интересы Романа Абрамовича, когда полиция заинтересовалась историей приобретения последним замка Кроэ на Лазурном берегу.	Романа Абрамовича	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27439_text
Метцнер начал свою адвокатскую карьеру, успешно защищая обвиняемых в мелком воровстве, и вскоре стал экспертом по освобождению своих клиентов в связи с несоблюдением юридических формальностей.	Метцнер	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27439_text
Метцнер представлял интересы Романа Абрамовича, когда полиция заинтересовалась историей приобретения последним замка Кроэ на Лазурном берегу.	Метцнер	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27439_text
Адвокат добился успешного решения по делу бывшего французского премьера Доминика де Вильпена, которогоо обвинили в попытке опорочить репутацию президента Николя Саркози.	Доминика де Вильпена	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27439_text
Гасан Хитто избран сирийской оппозицией временным премьер-министром	Гасан Хитто	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27496_text
"Официальный логотип Национальной коалиции сирийских революционных и оппозиционных сил
18 марта 2013 года оппозиционная Сирийская национальная коалиция выбрала бывшего бизнесмена с американским образованием 49-летнего Гасана Хитто (Ghassan Hitto) в качестве временного премьер-министра для управления территориями, находящимися под контролем повстанцев."	Гасана Хитто	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27496_text
Хитто получил 35 из 48 голосов членов оппозиционной коалиции на совещании, которое прошло в Турции во вторник.	Хитто	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27496_text
"Юрий Пиотровский полностью признал вину в акте вандализма, пожаловался на отношение в изоляторе и попросил прощения у верующих:
Я полностью признаю свою вину, я раскаялся в своем преступлении, я написал об этом письмо патриарху, особенно моему осознанию способствовала позиция моих сокамерников: все они как один осуждали мой поступок, негативно относились к нему, я сменил 14 камер, из многих меня изгоняли."	Юрий Пиотровский	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27534_text
"Защитник Юрия, ссылаясь на то, что мужчина раскаялся и сотрудничал со следствием, попросил о назначении мягкого наказания:
Пиотровский занимает активную социальную позицию, участвует в общественных делах русского культурного центра, о своих действиях искренне сожалеет, акт вандализма произошел случайно, на эмоциях."	Пиотровский	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27534_text
Б.Обама назначил М.Шапиро главой SEC четыре года назад, когда доверие инвесторов к государственным рыночным регуляторам было подорвано финансовым кризисом 2008г. Комиссию по ценным бумагам обвиняли в слабом надзоре за брокерскими компаниями типа Lehman Brothers, которые не были готовы к потрясениям и привели к самому серьезному экономическому спаду после времен Великой депрессии.	М.Шапиро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27_11_12d
Б.Обама назначил М.Шапиро главой SEC четыре года назад, когда доверие инвесторов к государственным рыночным регуляторам было подорвано финансовым кризисом 2008г. Комиссию по ценным бумагам обвиняли в слабом надзоре за брокерскими компаниями типа Lehman Brothers, которые не были готовы к потрясениям и привели к самому серьезному экономическому спаду после времен Великой депрессии.	Б.Обама	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27_11_12d
"Это заслуга М.Шапиро""."	М.Шапиро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	27_11_12d
Пиночет совершил ошибку, приказав убить Неруду», — говорит Арайя.	Неруду	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28337_text
Пабло Неруда выступал в поддержку президента-социалиста Сальвадора Альенде, который погиб в ходе военного переворота 11 сентября 1973 года.	Сальвадора Альенде	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28337_text
Пабло Неруда выступал в поддержку президента-социалиста Сальвадора Альенде, который погиб в ходе военного переворота 11 сентября 1973 года.	Пабло Неруда	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28337_text
Одним из первых Николаса Мадуро с победой поздравил президент России Владимир Путин.	Николаса Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Одним из первых Николаса Мадуро с победой поздравил президент России Владимир Путин.	Владимир Путин	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Путин выразил уверенность, что под руководством Мадуро Венесуэла будет и впредь укреплять отношения стратегического партнерства с Россией, а также подтвердил готовность к дальнейшему развитию конструктивного диалога по всему спектру двусторонних и международных вопросов в интересах двух стран и народов.	Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Жители столицы страны, Каракаса, вышли на улицы, чтобы отпраздновать победу Мадуро.	Мадуро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Мадуро обещал продолжать «революцию Чавеса», которая, по словам его сторонников, означает использование нефтяных богатств страны, чтобы вывести миллионы ее граждан из состояния бедности.	Чавеса	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Чавес настроил против себя Соединенные Штаты и ряд других государств, после того как национализировал крупные компании и получил расположение таких мировых лидеров как Фидель Кастро на Кубе, Махмуд Ахмадинеджад — в Иране и Муаммар Каддафи — в Ливии.	Фидель Кастро	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Чавес настроил против себя Соединенные Штаты и ряд других государств, после того как национализировал крупные компании и получил расположение таких мировых лидеров как Фидель Кастро на Кубе, Махмуд Ахмадинеджад — в Иране и Муаммар Каддафи — в Ливии.	Чавес	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Чавес настроил против себя Соединенные Штаты и ряд других государств, после того как национализировал крупные компании и получил расположение таких мировых лидеров как Фидель Кастро на Кубе, Махмуд Ахмадинеджад — в Иране и Муаммар Каддафи — в Ливии.	Махмуд Ахмадинеджад	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Чавес настроил против себя Соединенные Штаты и ряд других государств, после того как национализировал крупные компании и получил расположение таких мировых лидеров как Фидель Кастро на Кубе, Махмуд Ахмадинеджад — в Иране и Муаммар Каддафи — в Ливии.	Чавес	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Чавес настроил против себя Соединенные Штаты и ряд других государств, после того как национализировал крупные компании и получил расположение таких мировых лидеров как Фидель Кастро на Кубе, Махмуд Ахмадинеджад — в Иране и Муаммар Каддафи — в Ливии.	Муаммар Каддафи	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
Чавес настроил против себя Соединенные Штаты и ряд других государств, после того как национализировал крупные компании и получил расположение таких мировых лидеров как Фидель Кастро на Кубе, Махмуд Ахмадинеджад — в Иране и Муаммар Каддафи — в Ливии.	Чавес	PERSON	1	POSITIVE_TO/NEGATIVE_TO	28585_text
В четверг, 11 июля 2019 года, российский политик Алексей Навальный вышел из спецприёмника после 10 суток административного ареста за участие в марше в поддержку журналиста «Медузы» Ивана Голунова.	Ивана Голунова	PERSON	1	POSITIVE_TO/NEGATIVE_TO	304703_text
29-летний Маркив перед началом слушаний заявил: «Я невиновен и доверяю итальянскому правосудию».	Маркив	PERSON	1	POSITIVE_TO/NEGATIVE_TO	315825_text
Австралийский Премьер-министр Джон Говард (John Howard) сказал, что он хорошо знал Ирвина и что страна потеряла «замечательного человека».	Ирвина	PERSON	1	POSITIVE_TO/NEGATIVE_TO	3248_text
"Награда Стивену Хокингу
30 ноября Британское Королевское Общество вручит Стивену Хокингу престижную Медаль Копли (Copley Medal)."	Стивену Хокингу	PERSON	1	POSITIVE_TO/NEGATIVE_TO	3728_text
Мы в НАСА горды, что принимаем участие в чествовании Стивена Хокинга, тем, что его медаль побывала в космосе на борту шаттла  „Дискавери“ STS-121».	Стивена Хокинга	PERSON	1	POSITIVE_TO/NEGATIVE_TO	3728_text
Во время полёта «Дискавери», Хокинг выразил благодарность Селлерсу и остальным членам экипажа за их благородный жест.	Селлерсу	PERSON	1	POSITIVE_TO/NEGATIVE_TO	3728_text
Приятель Джохара Царнаева Робел Филлипос выпущен под залог	Робел Филлипос	PERSON	1	POSITIVE_TO/NEGATIVE_TO	37642_text
Приятель Джохара Царнаева Робел Филлипос выпущен под залог	Джохара Царнаева	PERSON	1	POSITIVE_TO/NEGATIVE_TO	37642_text
Робел Филлипос — приятель Джохара Царнаева — был выпущен под залог в 100 тысяч долларов.	Джохара Царнаева	PERSON	1	POSITIVE_TO/NEGATIVE_TO	37642_text
Робел Филлипос — приятель Джохара Царнаева — был выпущен под залог в 100 тысяч долларов.	Робел Филлипос	PERSON	1	POSITIVE_TO/NEGATIVE_TO	37642_text
На прошлой неделе 19-летнему Филлипосу, который вместе с Царнаевым учился в Университете Массачусетса, были предъявлены обвинения в том, что он солгал следователям о том, что заходил в комнату Царнаева в общежитии через три дня после взрывов.	Царнаевым	PERSON	1	POSITIVE_TO/NEGATIVE_TO	37642_text
